"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000049089",487.041161736864,-0.905109192192846,0.245788101632605,-3.68247765526815,0.000230978118748839,0.0257800635578544
"ENSG00000086205",1444.47387814427,-0.985987097937338,0.269139482123655,-3.66347995529073,0.000248811695563915,0.0257800635578544
"ENSG00000168280",721.182673798949,-0.909460055019824,0.247555159842737,-3.67376731552504,0.000239000391918064,0.0257800635578544
"ENSG00000182718",389.525685863652,0.916380951810623,0.250292640904946,3.66123809512497,0.000250999362529362,0.0257800635578544
"ENSG00000249669",233.51379454187,1.08814903143622,0.301318884778992,3.61128719905607,0.000304681028717994,0.0303157623574404
"ENSG00000087245",526.021425485217,0.855008523530864,0.23757681094132,3.59887196121192,0.000319600485102919,0.0308366043808392
"ENSG00000198467",1965.60249333437,1.03169563786565,0.288937231665878,3.5706566160317,0.000356087464089764,0.0333465436959356
"ENSG00000012660",1413.86119163965,-0.84877551513265,0.238314256429787,-3.56158094714203,0.000368628418496012,0.0335346538426086
"ENSG00000163431",806.211741717313,0.989804523420045,0.280739984322014,3.52569843519234,0.000422367620487589,0.0366020340795429
"ENSG00000196353",832.805263244297,-0.801451337763075,0.227436793479629,-3.52384205519878,0.000425337707582628,0.0366020340795429
"ENSG00000100097",459.288828193544,0.841169811048994,0.243001732447678,3.46157948166115,0.000537015523945219,0.0392849962740546
"ENSG00000106624",1289.68603143238,0.772326072670515,0.221221922556974,3.49118235545398,0.000480887908969367,0.0392849962740546
"ENSG00000134612",373.214817568784,-1.04675902265193,0.30133774585411,-3.47370695192864,0.000513321333363697,0.0392849962740546
"ENSG00000159403",753.333247144179,0.885292678378793,0.255964558194389,3.45865335663568,0.00054288311433995,0.0392849962740546
"ENSG00000188559",651.792613171271,-0.782584160431411,0.225051494825667,-3.47735597596287,0.00050638502054823,0.0392849962740546
"ENSG00000196586",942.764319172896,-0.916404292123641,0.262846258999697,-3.48646503705688,0.000489449357486934,0.0392849962740546
"ENSG00000244731",252.485219109494,1.05924133190246,0.305931666835046,3.46234616004491,0.00053548794663015,0.0392849962740546
"ENSG00000135480",270.573623980656,1.04093259150288,0.302444930043418,3.44172604035202,0.00057801532133899,0.0408977951809632
"ENSG00000151150",366.004554055654,-0.839180669707176,0.24460316535242,-3.43078417852074,0.000601839219949265,0.0416577407895317
"ENSG00000149131",635.102290072076,0.855132591704287,0.250366958028346,3.41551696133749,0.000636610646219882,0.0431269850545554
"ENSG00000149591",3515.76467994485,0.91068732694005,0.268018560655396,3.39785171860154,0.000679172216682168,0.0450517570399172
"ENSG00000140396",272.215245849093,-0.855079912689384,0.25213015694089,-3.39142260118393,0.000695307987466473,0.0451808292263928
"ENSG00000211896",1470.43375693867,-0.916222199592398,0.27210859994486,-3.36711959775641,0.000759577391432447,0.0483698882864182
"ENSG00000064393",855.159679579828,-0.788336822809666,0.234802506406758,-3.35744637003149,0.000786660025472809,0.0491122651197142
"ENSG00000143797",343.795638714232,-1.02829034300378,0.308618594942464,-3.3319131117018,0.00086251180669046,0.0528122613942774
"ENSG00000012223",2891.54248369776,2.3448796038191,0.710199205844786,3.30172096014928,0.000960936146597753,0.0533181448886768
"ENSG00000102287",346.811082870328,0.815947167286011,0.248334412267598,3.28567901578928,0.00101736871995519,0.0533181448886768
"ENSG00000138814",1570.73913157593,-0.697155313222259,0.210923685481716,-3.30524906024691,0.000948920352352796,0.0533181448886768
"ENSG00000152583",1898.66483103143,0.856318659702333,0.260623627273009,3.28565245086286,0.00101746466312748,0.0533181448886768
"ENSG00000154305",782.312475677318,-0.770048431890603,0.23405496256373,-3.29003249260707,0.00100175814233026,0.0533181448886768
"ENSG00000160191",481.606343061191,-0.866782914812614,0.262008970760661,-3.30821846403266,0.000938915355270111,0.0533181448886768
"ENSG00000171992",371.085931772201,0.781917077790763,0.238059735131235,3.28454149274641,0.0010214845597391,0.0533181448886768
"ENSG00000185215",502.468904872602,0.957675106766725,0.290416833577893,3.2975881424238,0.000975190613388139,0.0533181448886768
"ENSG00000205542",734.161793799633,0.786080155300481,0.238561791227031,3.29507986696996,0.000983937108173545,0.0533181448886768
"ENSG00000215105",303.70731260551,-0.835882818937622,0.25542412251164,-3.27252888536215,0.00106589980452917,0.0547391125422724
"ENSG00000184012",3783.53982105121,-0.93942250848767,0.287873619831264,-3.26331571832913,0.00110116772330295,0.0556526671586763
"ENSG00000157388",405.682893021066,-0.908266935644672,0.279600670755205,-3.24844333595993,0.0011603831810796,0.0559796977054161
"ENSG00000173442",435.331022095894,0.784715903120124,0.241022453362219,3.25577925281848,0.00113081632919206,0.0559796977054161
"ENSG00000198959",1596.20197573563,0.984294610148526,0.302843191252743,3.25017909789184,0.0011533234998079,0.0559796977054161
"ENSG00000162645",237.844138109331,0.888916677584158,0.277680593019288,3.20122003456833,0.00136846987823705,0.0650329566015936
"ENSG00000072163",233.11052862094,0.951729642694965,0.299295559309539,3.17989897641836,0.00147326403774191,0.0689834220025034
"ENSG00000205189",338.875094462866,-0.84066278359168,0.266795269516048,-3.15096585151827,0.00162731515174278,0.0750923397557826
"ENSG00000120885",928.299452747477,0.832189750908189,0.265405743410891,3.13553783807846,0.00171539297900138,0.0769269189456395
"ENSG00000161970",295.645005795396,0.977611749771984,0.311761046945303,3.13577260325118,0.00171402048766002,0.0769269189456395
"ENSG00000145703",341.389541010823,-0.776992930586872,0.24885192881565,-3.12231026010037,0.00179437727492302,0.0782643457993822
"ENSG00000183723",557.69093098969,-0.719534274059692,0.230328276967928,-3.12395109941227,0.00178440109570214,0.0782643457993822
"ENSG00000130176",1518.8611933612,0.914937255380492,0.29410274287323,3.11094431300447,0.00186490104333702,0.0802411475943929
"ENSG00000188783",450.685080898627,0.792732005226591,0.255321703292747,3.10483595794307,0.00190384580822141,0.080824600711693
"ENSG00000111799",387.304808857686,0.750517290367391,0.242212439414294,3.09859102274951,0.00194443230471481,0.0814227368948144
"ENSG00000146674",331.147812540598,0.848439119992255,0.274151885287567,3.09477762336851,0.00196960508465981,0.0814227368948144
"ENSG00000182326",1006.99848747643,0.755438381757599,0.244397183040916,3.09102736929307,0.00199465247418201,0.0814227368948144
"ENSG00000050165",377.312053623416,0.751041212533365,0.243780497045835,3.08080925929097,0.0020643884766457,0.0832026950587329
"ENSG00000112796",304.838735401174,-0.791094945311126,0.259215482764302,-3.0518815345241,0.00227411833006098,0.0905099095364269
"ENSG00000155093",521.260690254645,-0.8629734337297,0.283661674844187,-3.0422630558172,0.00234806596370349,0.0922992843016284
"ENSG00000111341",2391.56881851207,0.834814821117565,0.2762298657022,3.02217437276521,0.00250965934122491,0.0923306221709523
"ENSG00000133392",15087.2320253561,0.886093437840244,0.292729344377707,3.02700584980275,0.00246989178511995,0.0923306221709523
"ENSG00000138593",344.037402728022,-0.798694735854157,0.263127042925292,-3.03539585659739,0.00240220168306221,0.0923306221709523
"ENSG00000140545",446.241362343251,0.761395541421839,0.250963870651108,3.03388507455854,0.0024142638125802,0.0923306221709523
"ENSG00000141469",355.940082250404,0.931559705454252,0.308373362850779,3.02088253292173,0.00252039117918284,0.0923306221709523
"ENSG00000147394",282.595569614108,0.975171977818223,0.322841888546629,3.0205868953631,0.00252285305555052,0.0923306221709523
"ENSG00000072195",276.935792490194,0.855845777254288,0.284333736865045,3.01000432340712,0.00261243971083798,0.0934607644866083
"ENSG00000112715",1232.8796253502,-0.946520788176861,0.314395645770567,-3.01060399821056,0.00260728644471714,0.0934607644866083
"ENSG00000112297",720.945326742467,-0.71123882892561,0.237878873277292,-2.98992011828023,0.00279050413223685,0.0955372597531412
"ENSG00000123983",999.863470930016,-0.670129997901208,0.223412547936309,-2.99951817429811,0.0027040699081667,0.0955372597531412
"ENSG00000153234",368.913734379962,-0.754776812061973,0.252274517177394,-2.99188685606018,0.00277259000571056,0.0955372597531412
"ENSG00000162614",237.521820639406,0.966571570377082,0.323233833815343,2.99031682100848,0.00278688225786889,0.0955372597531412
"ENSG00000035862",1125.90279826744,0.65614227130313,0.222332465702852,2.95117615517324,0.0031656631721859,0.0981154871261429
"ENSG00000046604",391.837100779432,-0.711779738879957,0.240529775305797,-2.95921674551535,0.00308422091780871,0.0981154871261429
"ENSG00000049540",245.746771025821,0.747368912323982,0.254310080617967,2.93880962369991,0.00329475383991543,0.0981154871261429
"ENSG00000074527",298.714477235575,0.731234226693184,0.249028868826937,2.93634320445538,0.00332106664394912,0.0981154871261429
"ENSG00000111319",372.818815742208,0.769340643182335,0.262513007827388,2.93067627219526,0.00338225043696223,0.0981154871261429
"ENSG00000131771",391.927347587085,0.787890391591303,0.268986993179204,2.92910219293167,0.00339942638024698,0.0981154871261429
"ENSG00000135090",528.759913006212,-0.674658676856861,0.230480581919492,-2.92718228684671,0.00342048337657094,0.0981154871261429
"ENSG00000135678",292.250777428715,0.803014188082366,0.271850136360242,2.95388554456435,0.0031380036411998,0.0981154871261429
"ENSG00000136068",2985.54837084188,-0.628116987108865,0.213936377507522,-2.93599898449613,0.00332475410886177,0.0981154871261429
"ENSG00000143947",332.67143590617,0.903385832110593,0.306065221867088,2.95161216488327,0.00316119709927832,0.0981154871261429
"ENSG00000149273",1027.26348385779,0.687683667420981,0.232916797663574,2.95248635701352,0.00315225999479316,0.0981154871261429
"ENSG00000149451",236.329943514463,0.968266019289554,0.330193574130008,2.93241932960305,0.00336332287176811,0.0981154871261429
"ENSG00000155111",682.128370174817,-0.70664235005215,0.238663114321476,-2.96083603895453,0.0030680522293876,0.0981154871261429
"ENSG00000162896",323.985313106472,1.00914932670229,0.339245731234613,2.97468540880295,0.00293289156214505,0.0981154871261429
"ENSG00000165105",316.091066935177,-0.72284471810034,0.243988723846567,-2.96261526641249,0.00305037575211116,0.0981154871261429
"ENSG00000198380",707.867258386697,-0.669469174378868,0.22518280750073,-2.97300305387079,0.00294901517206488,0.0981154871261429
"ENSG00000227191",394.594719143073,-1.03215412897244,0.351170335259425,-2.93918371040636,0.00329077955199163,0.0981154871261429
"ENSG00000272060",654.74555945097,0.73487820505692,0.250319185735167,2.93576460349471,0.0033272670547186,0.0981154871261429
"ENSG00000142515",66932.256918592,-0.911998013856717,0.312305302458932,-2.92021303089032,0.0034979218454522,0.0994409210349982
"ENSG00000137124",238.599785756369,0.845669079252403,0.290818629041378,2.90789170569977,0.00363874321845792,0.102192182687643
"ENSG00000174099",335.88861414645,0.843280183411795,0.290169464876175,2.90616445038988,0.00365889096306258,0.102192182687643
"ENSG00000132688",263.515398053647,0.733100304106226,0.252766498597957,2.90030644160749,0.00372798001418398,0.102336103043469
"ENSG00000134871",1051.74900742236,0.66322071583632,0.228674923950937,2.90027740854793,0.00372832536213642,0.102336103043469
"ENSG00000116132",401.348053019798,0.753939507120108,0.260957143451933,2.88913151465034,0.00386307470499521,0.103737638809143
"ENSG00000116133",2739.02074527952,-0.682630248284321,0.235966028172588,-2.89291748295665,0.00381681558304359,0.103737638809143
"ENSG00000168542",2689.35888354737,0.59544683205566,0.206180406058751,2.8879894236215,0.00387712908865829,0.103737638809143
"ENSG00000115414",2412.87317880944,0.684247770408432,0.238305380358414,2.87130642782515,0.00408779054832745,0.105001733651292
"ENSG00000116406",264.077816733944,-0.757419103969931,0.263134172593023,-2.87845207069093,0.00399632002096224,0.105001733651292
"ENSG00000122786",3694.07619072641,0.69639090345138,0.241787433072014,2.88017824004925,0.0039745040642964,0.105001733651292
"ENSG00000142156",1193.43807733964,0.733165473388127,0.255578331123178,2.86865271467311,0.00412224142789308,0.105001733651292
"ENSG00000147065",556.27377524705,0.668401888069304,0.232463406548887,2.87529937718924,0.00403644572557317,0.105001733651292
"ENSG00000182240",333.14126788685,0.735972229741146,0.256422863428709,2.8701505782294,0.00410276370308205,0.105001733651292
"ENSG00000077157",1541.31652946436,0.726772098049606,0.254259495648607,2.85838724015257,0.00425800412463333,0.107599088355814
"ENSG00000095637",1103.84884646889,0.757518213464867,0.266244895415153,2.84519337838825,0.00443844684346056,0.109550501934716
"ENSG00000107796",4232.30445201811,0.828014193605627,0.290825933300506,2.84711264985455,0.0044117747669211,0.109550501934716
"ENSG00000168386",485.532281309777,0.894425881733598,0.313947000687329,2.84897094023965,0.00438608864523981,0.109550501934716
"ENSG00000114391",236.217634032011,0.845530484380196,0.298146783329872,2.83595373707149,0.00456890637412664,0.111903060732455
"ENSG00000117143",407.728703071205,-0.716510583666893,0.253557481800657,-2.82583096573819,0.0047158142350328,0.114487249736509
"ENSG00000166441",424.620334331227,0.749027449353868,0.265258508688943,2.82376408227575,0.00474633070515679,0.114487249736509
"ENSG00000136235",290.546301999799,0.800155680984243,0.283713365262396,2.82029604154957,0.00479793631493885,0.114644637033933
"ENSG00000164733",1792.39386505301,0.603089936817923,0.213975533932342,2.81849950662405,0.00482486851838789,0.114644637033933
"ENSG00000171345",399.748535464531,0.668771733152908,0.238044422024767,2.80944089117672,0.0049627631326703,0.117047687514239
"ENSG00000114374",392.949041867581,-0.683674739596826,0.243641996168695,-2.80606279027306,0.00501509186986511,0.117412150835665
"ENSG00000026025",934.500294964147,0.619924096221371,0.221339135191989,2.800788462843,0.00509779235141326,0.118477159466422
"ENSG00000118181",458.433977782497,0.70344709711536,0.252673643464148,2.78401453935251,0.00536906273537043,0.123765762344994
"ENSG00000172869",621.734120599852,-0.657058225597493,0.236184956894379,-2.78196475439089,0.00540309075563886,0.123765762344994
"ENSG00000041353",284.038409071205,-0.731792819155794,0.264206526242194,-2.76977571131218,0.00560949056316508,0.127479218479635
"ENSG00000072110",1392.73608333334,0.664061740030176,0.240074386582992,2.766066590784,0.00567369477347929,0.127479218479635
"ENSG00000224389",362.320424472344,0.809602744505161,0.29276161569538,2.76539922278458,0.00568531690455657,0.127479218479635
"ENSG00000077942",1321.28467013352,0.588486184974984,0.213155225382985,2.76083395993519,0.00576539794527783,0.128370818585767
"ENSG00000143013",243.552281404048,0.714902706183819,0.259261320538196,2.75745994311749,0.00582523499810658,0.128511398773127
"ENSG00000156467",254.980195102068,0.742358948174709,0.269367213538596,2.75593654633229,0.00585243493156514,0.128511398773127
"ENSG00000163453",1461.42689443279,0.605662485011086,0.22003508712937,2.75257229614014,0.00591290892647895,0.128950013848692
"ENSG00000125257",2012.55284919365,-0.639408407357472,0.233101936398133,-2.74304202374954,0.00608728946623804,0.129212864403346
"ENSG00000152137",314.52182827,0.871110157976519,0.317423159375095,2.74431821449782,0.00606367277461298,0.129212864403346
"ENSG00000173890",300.134316841096,-0.822779421322363,0.29974590200962,-2.74492300247013,0.00605250965400467,0.129212864403346
"ENSG00000187244",2072.5372917629,-0.567836200272487,0.206911445624821,-2.74434407704109,0.00606319502683895,0.129212864403346
"ENSG00000106789",248.541136192737,-0.74916076168033,0.274810891478532,-2.72609559850307,0.00640884332648994,0.129684016834033
"ENSG00000112096",1408.55749434133,0.802593180357577,0.294760729357265,2.72286332751197,0.00647188257555876,0.129684016834033
"ENSG00000145423",281.946094792789,0.747865576936512,0.274232810841114,2.72711924821356,0.00638899450617847,0.129684016834033
"ENSG00000154330",528.214242862122,0.884655301281207,0.32363622523533,2.73348665044507,0.00626676636525324,0.129684016834033
"ENSG00000159176",3505.27557256098,0.670715930298623,0.245978472320189,2.72672613978005,0.00639661042383363,0.129684016834033
"ENSG00000160932",226.386999742822,0.716648480865324,0.261659945014806,2.73885435856363,0.00616536787291521,0.129684016834033
"ENSG00000169347",290.509214952958,-0.811172374352032,0.297934826567185,-2.72265039874118,0.00647605486074471,0.129684016834033
"ENSG00000182253",1396.41094925682,0.805089817345895,0.295121772026627,2.72799194656929,0.00637211637023269,0.129684016834033
"ENSG00000196923",525.663917718317,0.743553385286958,0.272110621899424,2.73254083246256,0.00628478807225816,0.129684016834033
"ENSG00000013375",557.287515941755,-0.735141502367575,0.270383855827,-2.71888090403571,0.00655031882376524,0.130351344592928
"ENSG00000109586",720.417781462505,-0.602535385568052,0.221849743182439,-2.71596160953207,0.00660835804607613,0.130689515644139
"ENSG00000112769",236.649942873047,0.704372414429471,0.259562421868077,2.71369179467538,0.00665380389800869,0.130775997600368
"ENSG00000183087",321.434368142951,0.681353367620727,0.25163905692965,2.70766142559186,0.00677591092358237,0.13235889804102
"ENSG00000137845",601.2446406665,-0.596855575723075,0.220911691615206,-2.70178355595006,0.00689686434593577,0.133900098033289
"ENSG00000151726",1043.72702581192,-0.589691320469735,0.218738507368019,-2.69587338583052,0.0070204346342217,0.134657011297361
"ENSG00000180573",270.068751757453,-0.841989275289867,0.3121768922835,-2.69715438939415,0.00699348379095529,0.134657011297361
"ENSG00000167751",27493.7235228694,-0.792744948684655,0.294970653815855,-2.68753836501834,0.00719808329033223,0.137237707762981
"ENSG00000084636",530.03877480037,0.602747620906416,0.224512871089591,2.6846907172012,0.00725969510745417,0.137473370962155
"ENSG00000152661",366.709850669129,0.697098425107242,0.260203642693801,2.67904944715768,0.00738314900581925,0.137473370962155
"ENSG00000157227",330.808690445068,0.665744120370888,0.248449724626363,2.67959290907681,0.0073711744102026,0.137473370962155
"ENSG00000196924",10762.8316714416,0.720102843948766,0.268690440216603,2.68004638858107,0.00736119581719525,0.137473370962155
"ENSG00000228253",3454.57081515596,0.593165751114712,0.221726438946307,2.67521434941889,0.00746814847620898,0.138247585745636
"ENSG00000058063",407.167509944879,-0.628676720022917,0.23551204936036,-2.66940363234227,0.00759860746028527,0.138251235163133
"ENSG00000132669",263.376024230668,0.715659775631495,0.267771604313274,2.67264999015438,0.00752547237594344,0.138251235163133
"ENSG00000146281",268.513002944514,-0.695537412218142,0.260426709566307,-2.67076066574136,0.0075679585824855,0.138251235163133
"ENSG00000135424",241.350887375078,0.802635038966552,0.301895277516826,2.65865384039278,0.00784535238992414,0.141929556872264
"ENSG00000072952",379.4824642042,0.713519294041188,0.268832108669395,2.65414461677516,0.00795097427749386,0.142224169098542
"ENSG00000111110",528.642317464242,-0.711333802801112,0.267955166264611,-2.6546747081512,0.00793849196315743,0.142224169098542
"ENSG00000105707",293.865020182876,-0.837218971466058,0.315815670276611,-2.65097349581409,0.00802601394116888,0.142764404406043
"ENSG00000087301",231.839249004717,-0.729896288099564,0.276139367618859,-2.64321706243277,0.00821223694278567,0.144462775833313
"ENSG00000115641",261.676205655035,0.711019654945376,0.268853162222963,2.64463936026059,0.00817780240761212,0.144462775833313
"ENSG00000113594",350.466404445213,-0.926269015678974,0.35075482265036,-2.64078768377277,0.0082713535954904,0.144703240923305
"ENSG00000140416",2226.20041659774,0.64807039742556,0.245650528009688,2.63818035595675,0.00833522383659684,0.145023785222537
"ENSG00000151617",319.355903643318,0.778525283675202,0.295567876340193,2.63399829952811,0.00843859105589583,0.145421753368311
"ENSG00000183963",801.063595922056,0.722023853340303,0.274162472919569,2.63356193738493,0.00844944232824672,0.145421753368311
"ENSG00000129514",1414.2721744235,-0.612345820469238,0.232887331544454,-2.62936509430679,0.00855444657045789,0.146437407958806
"ENSG00000104154",790.761107204972,-0.86224398881171,0.328426708455096,-2.6253771895339,0.00865530262045502,0.147371569751491
"ENSG00000052344",345.236291668326,-0.668223129724055,0.255193505649196,-2.61849582740806,0.00883183717004108,0.148492153224455
"ENSG00000058668",678.008876017672,0.646252174039812,0.247078173362618,2.61557775518826,0.00890766371415545,0.148492153224455
"ENSG00000100234",1037.04137098927,0.57638015671907,0.220000932251277,2.61989870143255,0.0087955889506842,0.148492153224455
"ENSG00000174938",271.968939724651,-0.700662200379676,0.267728810261076,-2.61705940311924,0.00886909050614876,0.148492153224455
"ENSG00000135269",345.084598965539,0.710261871675077,0.271834051246089,2.6128509964783,0.00897904394488218,0.148902478752629
"ENSG00000105974",278.205395048857,0.887672394932548,0.340756893059945,2.60500202053548,0.00918737181512435,0.149247917649775
"ENSG00000110880",333.852610183922,0.654460797011568,0.250901734514979,2.60843472555785,0.00909573574067844,0.149247917649775
"ENSG00000123358",2262.0264252712,-0.539171292975035,0.206840696654116,-2.60669830307451,0.00914198706253564,0.149247917649775
"ENSG00000198502",227.661449278647,0.762285359316279,0.292349961136354,2.60744128835627,0.00912217128320632,0.149247917649775
"ENSG00000096088",390.505981144414,2.58081369354759,0.991632947806912,2.60258969738279,0.00925226088126784,0.149539079421101
"ENSG00000122406",863.879716329943,0.586017446055114,0.226025900351428,2.59270041682818,0.00952256800953415,0.153130588597761
"ENSG00000163346",581.99495082329,0.604369246249646,0.233725858302267,2.5858039441577,0.00971521739421601,0.155443478307456
"ENSG00000083223",417.717785976488,-0.659181225467772,0.256090138063932,-2.57402034475537,0.0100524362002123,0.158450281492456
"ENSG00000166446",358.637447262832,-0.610088156639431,0.236861753296585,-2.57571409545176,0.0100033322533605,0.158450281492456
"ENSG00000237550",248.36010568689,0.662526644482005,0.257229907834388,2.57562058028089,0.010006037792515,0.158450281492456
"ENSG00000129116",1428.61457941839,0.603262533423323,0.235242201511852,2.56443159240256,0.0103344948778896,0.162093752173401
"ENSG00000131981",268.066482618525,0.641077181210546,0.250402628221521,2.5601855130826,0.0104616301420305,0.16328348221679
"ENSG00000017260",1239.03314300934,-0.552785139433086,0.217137755337642,-2.5457808503801,0.010903361548282,0.168100727184707
"ENSG00000171940",469.031760299387,-0.583291942083687,0.228993444979831,-2.54719929705875,0.0108591396137237,0.168100727184707
"ENSG00000179222",952.20646172627,-0.558801362469773,0.219570755764102,-2.54497171321907,0.0109286590851867,0.168100727184707
"ENSG00000041982",743.757813701069,0.567611246101661,0.224005014236557,2.5339220554333,0.0112793817787144,0.168186659884053
"ENSG00000077235",919.003512832796,-0.604225791819368,0.238295921037097,-2.53561113924944,0.0112251303145616,0.168186659884053
"ENSG00000135596",296.500098898976,0.712550942857559,0.281277238615027,2.5332691204097,0.0113004156290756,0.168186659884053
"ENSG00000148396",1142.99020053757,-0.534976558363253,0.210951332662919,-2.53601886089099,0.0112120695257882,0.168186659884053
"ENSG00000159674",3319.0313653943,-1.60560436872236,0.634219271347811,-2.53162343255545,0.0113535849157168,0.168186659884053
"ENSG00000171302",1004.09271602593,-0.577078666515077,0.227239521692325,-2.53951716768892,0.0111005597198471,0.168186659884053
"ENSG00000179403",518.357560328511,0.665101285677902,0.262727690769588,2.53152335686304,0.011356825337648,0.168186659884053
"ENSG00000182534",298.639676607415,0.648501107132872,0.256108637815775,2.53213289744392,0.0113371013128484,0.168186659884053
"ENSG00000164692",2449.81215876046,0.526262816716368,0.208112294884017,2.52874447907875,0.011447133153809,0.168335875026853
"ENSG00000167332",4182.36438914087,-0.606589733915784,0.239951969699304,-2.52796313643907,0.0114726397238779,0.168335875026853
"ENSG00000162407",556.198164846817,0.681257462756878,0.269945794507426,2.52368244521082,0.0116132781364948,0.16884327665114
"ENSG00000162981",294.145345116742,-0.773670598230715,0.306400351791346,-2.52503169042565,0.0115687856484521,0.16884327665114
"ENSG00000138061",743.808979467208,0.616437170642838,0.244547518583871,2.52072551875608,0.0117113165900769,0.169494691012749
"ENSG00000079308",2270.29642745259,0.659964350174525,0.262202089874066,2.51700644526327,0.011835666402908,0.169566115440933
"ENSG00000079931",262.670816360186,0.743570776407716,0.295616629701729,2.51532120218664,0.011892398161819,0.169566115440933
"ENSG00000113657",1070.42994221378,0.601400977184232,0.239156830182561,2.51467196954045,0.0119143180848036,0.169566115440933
"ENSG00000131471",316.848543107519,0.681743065022169,0.27115386229365,2.51422959369049,0.011929274453131,0.169566115440933
"ENSG00000109572",498.90583558954,-0.570516072211234,0.227346590854181,-2.50945514541346,0.0120917571227564,0.169919110931056
"ENSG00000124198",293.726960220187,-0.611488321664601,0.243959866976687,-2.50651194904543,0.0121928936430152,0.169919110931056
"ENSG00000144713",520.341479768276,0.636767122434801,0.25404298724458,2.50653296649261,0.0121921687751223,0.169919110931056
"ENSG00000186480",245.6447020463,-0.712563092121673,0.284376906830765,-2.50569956633548,0.0122209410814108,0.169919110931056
"ENSG00000231991",517.980803852956,0.587813433461729,0.234177379710832,2.51012046589459,0.0120689981339104,0.169919110931056
"ENSG00000065534",3535.46901922847,0.730500947262974,0.29277609050519,2.49508402821584,0.0125927305704132,0.174327191896502
"ENSG00000103942",633.612359353159,-0.70965047953476,0.28507310841976,-2.48936310923381,0.0127972189863821,0.176391104989787
"ENSG00000197323",274.074802837229,-0.635195230569615,0.255498699381069,-2.48609966355344,0.0129151790469991,0.177249698645022
"ENSG00000142173",1775.00684244302,0.566949699432431,0.228742547786024,2.47854937754204,0.0131917850493648,0.180268856640247
